sample	entrez	no_ALL_muts	no_NTDam_muts	no_TRUNC_muts	no_GOF_muts	Copy_number	CNVGain	CNVLoss	duplicability	ohnolog	essentiality_percentage	expressed_tissues_rnaseq	expressed_tissues_protein	ppin_degree	ppin_betweenness	ppin_clustering	complexes	mirna	ppin_hub	old	metazoans	vertebrates	mammalsPrimates	essentiality_oneCellLine	rnaseq_never	rnaseq_middle	protein_high	score
add_sim139	4193	0	0	0	0	65	1	0	0	1	18.3908045977011	43	44	498	538075.441439	0.0441039813176246	33	201	1	1	0	0	0	1	0	0	1	NA
add_sim134	5437	0	0	0	0	5	1	0	0	0	51.4450867052023	43	44	65	5326.3351772346	0.204807692307692	124	3	1	1	0	0	0	1	0	0	1	NA
add_sim135	5885	0	0	0	0	12	1	0	1	1	44.1860465116279	43	44	258	208932.383134068	0.0541730763430157	41	26	1	1	0	0	0	1	0	0	1	NA
add_sim116	3181	1	0	0	0	9	1	0	0	1	41.1764705882353	43	44	192	43435.1104581396	0.151723385689354	12	58	1	1	0	0	0	1	0	0	1	NA
add_sim138	3516	0	0	0	0	6	1	0	1	0	12.5	43	36	134	101246.151935806	0.0425317023903041	39	80	1	1	0	0	0	1	0	0	0	NA
add_sim110	60	0	0	0	0	5	1	0	1	1	24.2774566473988	43	25	411	489281.355934498	0.0658951990979764	81	105	1	1	0	0	0	1	0	0	0	NA
add_sim109	1108	0	0	0	0	5	1	0	0	1	55.8823529411765	43	44	135	45908.7293905788	0.127584300718629	19	65	1	1	0	0	0	1	0	0	1	NA
add_sim145	4193	0	0	0	0	55	1	0	0	1	18.3908045977011	43	44	498	538075.441439	0.0441039813176246	33	201	1	1	0	0	0	1	0	0	1	NA
add_sim127	57122	0	0	0	0	36	1	0	0	0	22.8571428571429	43	36	100	27480.6288523533	0.138787878787879	22	1	1	1	0	0	0	1	0	0	0	NA
add_sim128	1387	1	1	1	0	2	0	0	0	1	11.7647058823529	43	44	367	332741.436552419	0.0550170485847441	63	47	1	1	0	0	0	1	0	0	1	NA
add_sim133	23382	0	0	0	0	26	1	0	1	1	2.25988700564972	43	15	65	14688.1097784532	0.0317307692307692	3	85	1	1	0	0	0	1	0	0	0	NA
add_sim121	3845	0	0	0	0	22	1	0	1	1	26.0355029585799	43	29	84	48560.2432367208	0.0220883534136546	33	78	1	1	0	0	0	1	0	0	0	NA
add_sim130	2017	0	0	0	0	14	1	0	0	0	4.57142857142857	43	44	124	42072.1770223575	0.0970364542355101	12	34	1	1	0	0	0	1	0	0	1	NA
add_sim109	59345	0	0	0	0	4	1	0	1	1	1.12994350282486	40	44	65	24205.8238491501	0.0394230769230769	46	27	1	1	0	0	0	1	0	0	1	NA
add_sim115	26986	0	0	0	0	11	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	NA
add_sim129	6921	0	0	0	0	5	1	0	1	0	21.5568862275449	43	36	134	64713.0024762926	0.0524071372461003	65	53	1	1	0	0	0	1	0	0	0	NA
add_sim112	60	0	0	0	0	5	1	0	1	1	24.2774566473988	43	25	411	489281.355934498	0.0658951990979764	81	105	1	1	0	0	0	1	0	0	0	NA
add_sim144	7514	0	0	0	0	19	1	0	0	0	70.0680272108844	43	43	1225	2612553.66229768	0.0164319060957716	28	20	1	1	0	0	0	1	0	0	1	NA
add_sim138	54165	0	0	0	0	17	1	0	1	1	8.43373493975904	43	35	230	156205.802106027	0.0871084108600721	10	17	1	1	0	0	0	1	0	0	0	NA
add_sim138	26986	0	0	0	0	7	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	NA
add_sim119	4914	0	0	0	0	9	1	0	0	1	0.564971751412429	4	37	1942	5001177.82737934	0.0174573183899282	9	23	1	0	0	0	1	1	0	0	0	NA
add_sim139	5478	0	0	0	0	5	1	0	1	1	30.8823529411765	43	37	113	47795.5681572275	0.105246523388116	33	79	1	1	0	0	0	1	0	0	0	NA
add_sim133	1956	0	0	0	0	5	1	0	0	1	4.59770114942529	41	8	1254	3583512.52597541	0.0171696381634635	92	37	1	0	1	0	0	1	0	0	0	NA
add_sim150	5478	0	0	0	0	10	1	0	1	1	30.8823529411765	43	37	113	47795.5681572275	0.105246523388116	33	79	1	1	0	0	0	1	0	0	0	NA
add_sim149	5437	0	0	0	0	5	1	0	0	0	51.4450867052023	43	44	65	5326.3351772346	0.204807692307692	124	3	1	1	0	0	0	1	0	0	1	NA
add_sim101	4297	2	1	1	0	2	0	0	0	0	16.0714285714286	43	44	101	15151.0472416671	0.110693069306931	19	110	1	1	0	0	0	1	0	0	1	NA
add_sim139	5885	0	0	0	0	6	1	0	1	1	44.1860465116279	43	44	258	208932.383134068	0.0541730763430157	41	26	1	1	0	0	0	1	0	0	1	NA
add_sim120	8517	0	0	0	0	7	1	0	1	1	1.43884892086331	40	43	411	363337.077804772	0.0412794492908433	53	56	1	0	1	0	0	1	0	0	1	NA
add_sim141	1173	0	0	0	0	10	1	0	0	0	43.3526011560694	43	35	219	144474.865582869	0.0626701855808303	37	69	1	1	0	0	0	1	0	0	0	NA
add_sim109	908	0	0	0	0	15	1	0	1	0	59.1954022988506	43	43	213	88486.9559120944	0.101603330675879	10	29	1	1	0	0	0	1	0	0	1	NA
add_sim117	5478	0	0	0	0	12	1	0	1	1	30.8823529411765	43	37	113	47795.5681572275	0.105246523388116	33	79	1	1	0	0	0	1	0	0	0	NA
add_sim147	2249	0	0	0	0	48	1	0	0	1	0	1	36	5	16.5828806871094	0.3	89	1	0	0	0	1	0	0	0	0	0	NA
add_sim122	142	0	0	0	0	8	1	0	1	0	2.27272727272727	43	44	264	137923.884857379	0.0832757230095633	38	77	1	1	0	0	0	1	0	0	1	NA
add_sim137	23326	0	0	0	0	12	1	0	1	1	3.40909090909091	43	44	74	40949.2607401539	0.0677526841910404	4	79	1	1	0	0	0	1	0	0	1	NA
add_sim120	4302	0	0	0	0	40	1	0	0	0	2.97619047619048	43	43	48	12776.6408220912	0.0664893617021277	8	38	1	1	0	0	0	1	0	0	1	NA
add_sim147	7534	0	0	0	0	12	1	0	1	1	6.12244897959184	43	44	642	856930.246528175	0.0484737146495206	32	206	1	1	0	0	0	1	0	0	1	NA
add_sim102	1642	1	1	0	0	2	0	0	0	0	71.2328767123288	43	43	260	158913.541780344	0.0618057618057618	62	48	1	1	0	0	0	1	0	0	1	NA
add_sim103	7157	1	1	0	1	2	0	0	0	1	3.38983050847458	43	5	960	1551880.93374399	0.0361465936739659	130	127	1	0	0	1	0	1	0	0	0	NA
add_sim150	5218	0	0	0	0	67	1	0	0	1	2.98507462686567	43	34	25	2070.40123067192	0.123333333333333	3	35	0	1	0	0	0	1	0	0	0	NA
add_sim126	898	0	0	0	0	31	1	0	0	1	3.95480225988701	35	27	77	6621.39593968585	0.126452494873548	29	36	1	1	0	0	0	1	0	1	0	NA
add_sim130	333932	0	0	0	0	4	1	0	1	1	88.8888888888889	0	44	26	1481.32734649573	0.113846153846154	92	39	0	1	0	0	0	1	1	0	1	NA
add_sim137	8365	0	0	0	0	5	1	0	1	1	13.0434782608696	33	43	20	248.088719868736	0.131578947368421	115	15	0	1	0	0	0	1	0	1	1	NA
add_sim121	55832	0	0	0	0	43	1	0	0	1	12.5714285714286	43	19	664	523260.881379952	0.0617401733631358	8	83	1	1	0	0	0	1	0	0	0	NA
add_sim111	8450	2	1	1	0	5	1	0	0	1	2.29885057471264	43	41	341	219776.209165437	0.0831982059686045	34	7	1	1	0	0	0	1	0	0	1	NA
add_sim138	3845	0	0	0	0	8	1	0	1	1	26.0355029585799	43	29	84	48560.2432367208	0.0220883534136546	33	78	1	1	0	0	0	1	0	0	0	NA
add_sim108	3845	0	0	0	0	6	1	0	1	1	26.0355029585799	43	29	84	48560.2432367208	0.0220883534136546	33	78	1	1	0	0	0	1	0	0	0	NA
add_sim142	5335	0	0	0	0	12	1	0	0	1	1.69491525423729	43	44	231	151915.887327997	0.0581968755881799	56	56	1	1	0	0	0	1	0	0	1	NA
add_sim116	4609	0	0	0	0	15	1	0	0	1	38.953488372093	43	44	596	649370.454944088	0.0326095538886696	24	116	1	1	0	0	0	1	0	0	1	NA
add_sim109	83737	0	0	0	0	6	1	0	0	1	0.564971751412429	43	44	176	78914.3280196308	0.0645454545454545	30	23	1	1	0	0	0	1	0	0	1	NA
add_sim110	26986	0	0	0	0	5	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	NA
add_sim107	60	0	0	0	0	8	1	0	1	1	24.2774566473988	43	25	411	489281.355934498	0.0658951990979764	81	105	1	1	0	0	0	1	0	0	0	NA
add_sim145	4609	0	0	0	0	61	1	0	0	1	38.953488372093	43	44	596	649370.454944088	0.0326095538886696	24	116	1	1	0	0	0	1	0	0	1	NA
add_sim130	10413	0	0	0	0	4	1	0	1	1	6.32183908045977	41	40	141	57378.7788197145	0.0746707193515704	20	56	1	1	0	0	0	1	0	0	0	NA
add_sim114	7414	0	0	0	0	13	1	0	0	0	8.33333333333333	43	41	120	38535.1049125619	0.0988795518207283	26	43	1	1	0	0	0	1	0	0	1	NA
add_sim143	2932	0	0	0	0	10	1	0	1	1	0.564971751412429	43	37	318	371284.941186748	0.0339463920798365	29	66	1	1	0	0	0	1	0	0	0	NA
add_sim109	6156	0	0	0	0	4	1	0	1	0	36.2903225806452	43	44	215	83904.5455647269	0.232036513801348	23	22	1	1	0	0	0	1	0	0	1	NA
add_sim118	27161	0	0	0	0	8	1	0	1	1	8.57142857142857	43	43	112	80978.4068899934	0.0949163449163449	56	291	1	1	0	0	0	1	0	0	1	NA
add_sim132	6921	0	0	0	0	14	1	0	1	0	21.5568862275449	43	36	134	64713.0024762926	0.0524071372461003	65	53	1	1	0	0	0	1	0	0	0	NA
add_sim113	7534	0	0	0	0	5	1	0	1	1	6.12244897959184	43	44	642	856930.246528175	0.0484737146495206	32	206	1	1	0	0	0	1	0	0	1	NA
add_sim104	55173	0	0	0	0	30	1	0	0	0	17.8082191780822	43	44	47	4609.62738287615	0.213691026827012	9	143	1	1	0	0	0	1	0	0	1	NA
add_sim144	6921	0	0	0	0	12	1	0	1	0	21.5568862275449	43	36	134	64713.0024762926	0.0524071372461003	65	53	1	1	0	0	0	1	0	0	0	NA
add_sim117	55832	0	0	0	0	36	1	0	0	1	12.5714285714286	43	19	664	523260.881379952	0.0617401733631358	8	83	1	1	0	0	0	1	0	0	0	NA
add_sim101	5062	0	0	0	0	7	1	0	1	1	6.32183908045977	43	30	144	49079.0775471598	0.06497668997669	18	90	1	1	0	0	0	1	0	0	0	NA
add_sim108	672	1	1	1	0	2	0	0	0	0	14.2045454545455	41	43	537	648635.806808051	0.0369660079490814	69	26	1	1	0	0	0	1	0	0	1	NA
add_sim137	7157	1	1	0	0	2	0	0	0	1	3.38983050847458	43	5	960	1551880.93374399	0.0361465936739659	130	127	1	0	0	1	0	1	0	0	0	NA
add_sim131	595	0	0	0	0	9	1	0	0	1	16.1849710982659	41	26	117	45694.6038968295	0.10595343353964	37	246	1	1	0	0	0	1	0	0	0	NA
add_sim127	6217	0	0	0	0	14	1	0	1	0	56.3218390804598	43	39	193	22352.729502666	0.335438255613126	25	53	1	1	0	0	0	1	0	0	0	NA
add_sim132	1869	0	0	0	0	14	1	0	0	1	3.95480225988701	36	41	134	39762.912821111	0.0989787902592302	49	59	1	1	0	0	0	1	0	1	1	NA
add_sim110	8517	0	0	0	0	5	1	0	1	1	1.43884892086331	40	43	411	363337.077804772	0.0412794492908433	53	56	1	0	1	0	0	1	0	0	1	NA
add_sim117	59345	0	0	0	0	31	1	0	1	1	1.12994350282486	40	44	65	24205.8238491501	0.0394230769230769	46	27	1	1	0	0	0	1	0	0	1	NA
add_sim102	23450	1	1	0	0	2	0	0	0	0	73.7142857142857	43	44	182	42321.1834428173	0.153785441078259	35	159	1	1	0	0	0	1	0	0	1	NA
add_sim125	7534	0	0	0	0	14	1	0	1	1	6.12244897959184	43	44	642	856930.246528175	0.0484737146495206	32	206	1	1	0	0	0	1	0	0	1	NA
add_sim135	7157	2	2	2	2	4	0	0	0	1	3.38983050847458	43	5	960	1551880.93374399	0.0361465936739659	130	127	1	0	0	1	0	1	0	0	0	NA
add_sim147	7414	0	0	0	0	15	1	0	0	0	8.33333333333333	43	41	120	38535.1049125619	0.0988795518207283	26	43	1	1	0	0	0	1	0	0	1	NA
add_sim124	5984	0	0	0	0	17	1	0	0	0	94.2028985507246	43	44	92	12595.7073047601	0.171046344959388	66	3	1	1	0	0	0	1	0	0	1	NA
add_sim138	8370	0	0	0	0	6	1	0	1	1	74.0740740740741	8	43	54	4845.31641549876	0.129280223619846	117	21	1	1	0	0	0	1	0	1	1	NA
add_sim112	7094	0	0	0	0	6	1	0	1	1	16.0919540229885	43	43	83	30918.4387523997	0.0949162503673229	36	94	1	1	0	0	0	1	0	0	1	NA
add_sim102	9662	0	0	0	0	7	1	0	0	1	2.84090909090909	38	36	169	63616.5175579531	0.0798816568047337	13	61	1	1	0	0	0	1	0	0	0	NA
add_sim112	5440	0	0	0	0	5	1	0	1	0	36.6459627329193	43	36	26	1659.31194419718	0.532307692307692	122	1	0	1	0	0	0	1	0	0	0	NA
add_sim141	23512	0	0	0	0	16	1	0	0	0	56.7567567567568	43	17	343	143857.498799642	0.0549843997749476	32	55	1	1	0	0	0	1	0	0	0	NA
add_sim131	554313	0	0	0	0	7	1	0	1	1	59.2592592592593	11	43	18	215.630681066592	0.189542483660131	115	38	0	1	0	0	0	1	0	1	1	NA
add_sim122	5440	0	0	0	0	8	1	0	1	0	36.6459627329193	43	36	26	1659.31194419718	0.532307692307692	122	1	0	1	0	0	0	1	0	0	0	NA
add_sim142	7534	0	0	0	0	10	1	0	1	1	6.12244897959184	43	44	642	856930.246528175	0.0484737146495206	32	206	1	1	0	0	0	1	0	0	1	NA
add_sim134	3054	0	0	0	0	5	1	0	0	0	41.25	43	36	110	42934.1623827222	0.0857381150959133	17	57	1	1	0	0	0	1	0	0	0	NA
add_sim117	5597	0	0	0	0	20	1	0	1	1	5.91715976331361	43	43	195	222330.418111209	0.0164419772667195	9	75	1	1	0	0	0	1	0	0	1	NA
add_sim139	3326	0	0	0	0	16	1	0	1	1	9.09090909090909	43	43	678	966285.934377583	0.0372064853182747	45	74	1	1	0	0	0	1	0	0	1	NA
add_sim114	5885	0	0	0	0	6	1	0	1	1	44.1860465116279	43	44	258	208932.383134068	0.0541730763430157	41	26	1	1	0	0	0	1	0	0	1	NA
add_sim109	84816	0	0	0	0	31	1	0	1	0	6.2111801242236	42	44	20	1217.19849264134	0.0157894736842105	3	14	0	1	0	0	0	1	0	0	1	NA
add_sim127	5440	0	0	0	0	6	1	0	1	0	36.6459627329193	43	36	26	1659.31194419718	0.532307692307692	122	1	0	1	0	0	0	1	0	0	0	NA
add_sim146	27161	0	0	0	0	5	1	0	1	1	8.57142857142857	43	43	112	80978.4068899934	0.0949163449163449	56	291	1	1	0	0	0	1	0	0	1	NA
add_sim119	6165	0	0	0	0	22	1	0	1	0	82.0359281437126	43	36	96	2904.2129126955	0.52171052631579	18	30	1	1	0	0	0	1	0	0	0	NA
add_sim139	26986	0	0	0	0	6	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	NA
add_sim123	56922	0	0	0	0	59	1	0	0	0	0	43	44	31	3659.63752342573	0.0946236559139785	1	14	0	1	0	0	0	0	0	0	1	NA
add_sim114	8338	0	0	0	0	7	1	0	1	1	81.3559322033898	17	44	104	34873.4865786549	0.0875653472740851	97	25	1	1	0	0	0	1	0	1	1	NA
add_sim128	5432	0	0	0	0	5	1	0	1	0	36.4161849710983	43	44	109	21837.3079470101	0.125552157662249	120	5	1	1	0	0	0	1	0	0	1	NA
add_sim146	7534	0	0	0	0	6	1	0	1	1	6.12244897959184	43	44	642	856930.246528175	0.0484737146495206	32	206	1	1	0	0	0	1	0	0	1	NA
add_sim103	55809	0	0	0	0	20	1	0	0	1	1.71428571428571	39	36	11	488.051350517702	0.272727272727273	3	9	0	1	0	0	0	1	0	0	0	NA
add_sim131	6714	0	0	0	0	11	1	0	1	1	1.25	42	27	468	629017.326675551	0.0400538077197606	59	8	1	1	0	0	0	1	0	0	0	NA
add_sim144	7094	0	0	0	0	9	1	0	1	1	16.0919540229885	43	43	83	30918.4387523997	0.0949162503673229	36	94	1	1	0	0	0	1	0	0	1	NA
add_sim143	11140	0	0	0	0	9	1	0	1	0	65.0602409638554	43	44	313	330312.909505595	0.0462644384369624	47	40	1	1	0	0	0	1	0	0	1	NA
add_sim124	5437	0	0	0	0	7	1	0	0	0	51.4450867052023	43	44	65	5326.3351772346	0.204807692307692	124	3	1	1	0	0	0	1	0	0	1	NA
add_sim142	4756	0	0	0	0	51	1	0	0	1	0	41	42	11	32885.9493152087	0.0727272727272727	1	15	0	1	0	0	0	0	0	0	1	NA
add_sim150	6427	0	0	0	0	12	1	0	0	0	43.9306358381503	43	44	123	29954.8824497756	0.126349460215914	20	111	1	1	0	0	0	1	0	0	1	NA
add_sim128	7157	1	1	1	1	2	0	0	0	1	3.38983050847458	43	5	960	1551880.93374399	0.0361465936739659	130	127	1	0	0	1	0	1	0	0	0	NA
add_sim129	7157	2	1	0	1	2	0	0	0	1	3.38983050847458	43	5	960	1551880.93374399	0.0361465936739659	130	127	1	0	0	1	0	1	0	0	0	NA
add_sim118	7157	1	0	1	1	2	0	0	0	1	3.38983050847458	43	5	960	1551880.93374399	0.0361465936739659	130	127	1	0	0	1	0	1	0	0	0	NA
add_sim106	57562	0	0	0	0	28	1	0	0	0	0	34	36	87	14253.5963820697	0.0419673883988238	3	18	1	0	1	0	0	0	0	1	0	NA
add_sim143	5290	0	0	0	0	17	1	0	0	1	9.65909090909091	42	44	96	37687.1745666545	0.0611842105263158	46	14	1	1	0	0	0	1	0	0	1	NA
add_sim127	5885	0	0	0	0	5	1	0	1	1	44.1860465116279	43	44	258	208932.383134068	0.0541730763430157	41	26	1	1	0	0	0	1	0	0	1	NA
add_sim112	5885	0	0	0	0	7	1	0	1	1	44.1860465116279	43	44	258	208932.383134068	0.0541730763430157	41	26	1	1	0	0	0	1	0	0	1	NA
add_sim106	6231	0	0	0	0	5	1	0	1	1	100	43	32	137	17080.4884759275	0.407900386431945	22	21	1	1	0	0	0	1	0	0	0	NA
add_sim133	4790	1	1	0	0	2	0	0	0	1	3.03030303030303	43	40	187	88725.8235083686	0.0707837387154275	44	16	1	1	0	0	0	1	0	0	0	NA
add_sim133	3012	0	0	0	0	5	1	0	1	1	1.44927536231884	34	44	36	1081.19046372908	0.204761904761905	93	31	0	1	0	0	0	1	0	1	1	NA
add_sim127	26986	0	0	0	0	5	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	NA
add_sim108	1654	1	1	1	0	2	0	0	1	0	18.0232558139535	43	44	166	37199.4069261154	0.146184738955823	5	117	1	1	0	0	0	1	0	0	1	NA
add_sim114	79956	0	0	0	0	69	1	0	0	0	0.564971751412429	42	40	23	8398.979673507	0.0355731225296443	3	16	0	1	0	0	0	1	0	0	0	NA
add_sim146	10576	0	0	0	0	30	1	0	0	0	37.5722543352601	43	36	256	131784.856876408	0.090594362745098	13	10	1	1	0	0	0	1	0	0	0	NA
add_sim102	4627	1	1	0	0	2	0	0	1	1	20.9580838323353	43	33	327	238140.555196667	0.0781786458040187	7	115	1	1	0	0	0	1	0	0	0	NA
add_sim127	5933	0	0	0	0	7	1	0	0	1	5.08474576271187	39	42	90	27696.5578913686	0.0881398252184769	29	55	1	1	0	0	0	1	0	0	1	NA
add_sim136	6502	0	0	0	0	31	1	0	0	0	11.5606936416185	42	24	173	87682.1205302082	0.0708428552224761	27	10	1	1	0	0	0	1	0	0	0	NA
add_sim115	10524	0	0	0	0	10	1	0	0	0	29.6511627906977	43	44	228	187846.068928301	0.0595100085014298	55	1	1	1	0	0	0	1	0	0	1	NA
add_sim105	1387	1	1	0	0	2	0	0	0	1	11.7647058823529	43	44	367	332741.436552419	0.0550170485847441	63	47	1	1	0	0	0	1	0	0	1	NA
add_sim139	3845	0	0	0	0	6	1	0	1	1	26.0355029585799	43	29	84	48560.2432367208	0.0220883534136546	33	78	1	1	0	0	0	1	0	0	0	NA
add_sim102	2182	1	1	0	0	5	1	0	0	1	9.03954802259887	43	41	41	14771.7912193524	0.05	3	68	1	1	0	0	0	1	0	0	1	NA
add_sim139	27161	0	0	0	0	5	1	0	1	1	8.57142857142857	43	43	112	80978.4068899934	0.0949163449163449	56	291	1	1	0	0	0	1	0	0	1	NA
add_sim111	8517	1	1	1	0	2	0	0	1	1	1.43884892086331	40	43	411	363337.077804772	0.0412794492908433	53	56	1	0	1	0	0	1	0	0	1	NA
add_sim114	26986	0	0	0	0	7	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	NA
add_sim130	5728	2	2	1	2	2	0	0	1	0	3.06748466257669	43	37	240	194642.87581993	0.0500348675034868	18	113	1	1	0	0	0	1	0	0	0	NA
add_sim114	4609	0	0	0	0	7	1	0	0	1	38.953488372093	43	44	596	649370.454944088	0.0326095538886696	24	116	1	1	0	0	0	1	0	0	1	NA
add_sim128	8451	1	1	0	0	2	0	0	1	1	1.44927536231884	43	36	284	199834.474223617	0.0740556412681033	51	18	1	1	0	0	0	1	0	0	0	NA
add_sim119	6217	0	0	0	0	10	1	0	1	0	56.3218390804598	43	39	193	22352.729502666	0.335438255613126	25	53	1	1	0	0	0	1	0	0	0	NA
add_sim125	5440	0	0	0	0	10	1	0	1	0	36.6459627329193	43	36	26	1659.31194419718	0.532307692307692	122	1	0	1	0	0	0	1	0	0	0	NA
add_sim144	2260	0	0	0	0	36	1	0	0	1	6.28571428571429	43	44	109	137273.545718935	0.0468909276248726	9	58	1	1	0	0	0	1	0	0	1	NA
add_sim106	5688	0	0	0	0	6	1	0	1	1	50.2857142857143	43	43	117	32977.1027575883	0.237547892720307	14	19	1	1	0	0	0	1	0	0	1	NA
add_sim140	554313	0	0	0	0	6	1	0	1	1	59.2592592592593	11	43	18	215.630681066592	0.189542483660131	115	38	0	1	0	0	0	1	0	1	1	NA
add_sim104	723790	0	0	0	0	11	1	0	1	1	88.8888888888889	12	44	8	44.6607702187232	0.214285714285714	93	32	0	1	0	0	0	1	0	1	1	NA
add_sim135	8339	0	0	0	0	8	1	0	1	0	4.16666666666667	29	44	225	125156.014214648	0.0153968253968254	115	64	1	1	0	0	0	1	0	1	1	NA
add_sim113	3551	0	0	0	0	5	1	0	0	1	2.46913580246914	42	43	176	69192.7426446152	0.101883116883117	42	11	1	1	0	0	0	1	0	0	1	NA
add_sim125	11052	0	0	0	0	29	1	0	0	1	23.9766081871345	43	44	100	20991.3676429335	0.127070707070707	17	37	1	0	1	0	0	1	0	0	1	NA
add_sim146	7157	1	1	0	0	2	0	0	0	1	3.38983050847458	43	5	960	1551880.93374399	0.0361465936739659	130	127	1	0	0	1	0	1	0	0	0	NA
add_sim128	554313	0	0	0	0	5	1	0	1	1	59.2592592592593	11	43	18	215.630681066592	0.189542483660131	115	38	0	1	0	0	0	1	0	1	1	NA
add_sim101	7280	0	0	0	0	5	1	0	1	0	4.28571428571429	43	14	125	38758.6364718139	0.0816774193548387	40	190	1	1	0	0	0	1	0	0	0	NA
add_sim140	2783	0	0	0	0	7	1	0	1	1	5.69620253164557	43	41	162	181780.622794982	0.0438616670500728	46	25	1	1	0	0	0	1	0	0	1	NA
add_sim132	7534	0	0	0	0	14	1	0	1	1	6.12244897959184	43	44	642	856930.246528175	0.0484737146495206	32	206	1	1	0	0	0	1	0	0	1	NA
add_sim119	5062	0	0	0	0	10	1	0	1	1	6.32183908045977	43	30	144	49079.0775471598	0.06497668997669	18	90	1	1	0	0	0	1	0	0	0	NA
add_sim116	5933	0	0	0	0	9	1	0	0	1	5.08474576271187	39	42	90	27696.5578913686	0.0881398252184769	29	55	1	1	0	0	0	1	0	0	1	NA
add_sim123	25778	0	0	0	0	43	1	0	0	0	2.7027027027027	42	44	37	8002.34367040611	0.0405405405405405	3	138	0	1	0	0	0	1	0	0	1	NA
add_sim142	554313	0	0	0	0	10	1	0	1	1	59.2592592592593	11	43	18	215.630681066592	0.189542483660131	115	38	0	1	0	0	0	1	0	1	1	NA
add_sim130	5693	0	0	0	0	6	1	0	1	1	38.2857142857143	43	19	108	31226.7992273907	0.243336794738664	13	75	1	1	0	0	0	1	0	0	0	NA
