sample	entrez	no_ALL_muts	no_NTDam_muts	no_TRUNC_muts	no_GOF_muts	Copy_number	CNVGain	CNVLoss	duplicability	ohnolog	essentiality_percentage	expressed_tissues_rnaseq	expressed_tissues_protein	ppin_degree	ppin_betweenness	ppin_clustering	complexes	mirna	ppin_hub	old	metazoans	vertebrates	mammalsPrimates	essentiality_oneCellLine	rnaseq_never	rnaseq_middle	protein_high	score
sim85	27161	0	0	0	0	6	1	0	1	1	8.57142857142857	43	43	112	80978.4068899934	0.0949163449163449	56	291	1	1	0	0	0	1	0	0	1	0.6768443492415454
sim100	9070	0	0	0	0	59	1	0	0	0	30.8139534883721	43	32	80	15232.9311728825	0.12753164556962	51	20	1	1	0	0	0	1	0	0	0	0.6762231919802951
sim50	11198	1	1	0	0	2	0	0	1	0	46.7836257309941	43	44	152	40369.6600019335	0.109097246427327	30	53	1	1	0	0	0	1	0	0	1	0.6761231892407491
sim97	1019	0	0	0	0	8	1	0	0	0	17.1428571428571	43	29	171	105129.35082788	0.0549019607843137	29	100	1	1	0	0	0	1	0	0	0	0.6756675374428196
sim64	59339	0	0	0	0	69	1	0	0	1	0	43	40	5	573.153509254783	0.4	1	71	0	1	0	0	0	0	0	0	0	0.6751176550131328
sim21	27161	0	0	0	0	8	1	0	1	1	8.57142857142857	43	43	112	80978.4068899934	0.0949163449163449	56	291	1	1	0	0	0	1	0	0	1	0.6747337578548205
sim97	27161	0	0	0	0	7	1	0	1	1	8.57142857142857	43	43	112	80978.4068899934	0.0949163449163449	56	291	1	1	0	0	0	1	0	0	1	0.6743253281193866
sim10	26986	0	0	0	0	19	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	0.6742283655182346
sim89	1173	0	0	0	0	9	1	0	0	0	43.3526011560694	43	35	219	144474.865582869	0.0626701855808303	37	69	1	1	0	0	0	1	0	0	0	0.6737349997079725
sim92	5885	0	0	0	0	6	1	0	1	1	44.1860465116279	43	44	258	208932.383134068	0.0541730763430157	41	26	1	1	0	0	0	1	0	0	1	0.6729274485383294
sim12	2547	0	0	0	0	5	1	0	1	0	32.9268292682927	43	44	302	253541.888790486	0.066995225627599	48	83	1	1	0	0	0	1	0	0	1	0.6728423980544623
sim59	25942	0	0	0	0	7	1	0	0	1	28.3236994219653	43	42	214	103002.453861726	0.0776622350927998	70	44	1	1	0	0	0	1	0	0	1	0.6711525943317467
sim19	4609	0	0	0	0	6	1	0	0	1	38.953488372093	43	44	596	649370.454944088	0.0326095538886696	24	116	1	1	0	0	0	1	0	0	1	0.6695567426509329
sim69	26986	0	0	0	0	15	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	0.6694382331261031
sim93	3017	0	0	0	0	5	1	0	1	0	44.0677966101695	43	44	38	1863.22087978578	0.069701280227596	115	111	0	1	0	0	0	1	0	0	1	0.669055206825099
sim2	5908	0	0	0	0	14	1	0	1	1	1.43884892086331	43	36	77	38651.5724698517	0.0437457279562543	31	64	1	1	0	0	0	1	0	0	0	0.6685121767226117
sim56	26986	0	0	0	0	12	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	0.6680556018254923
sim82	5058	0	0	0	0	18	1	0	0	1	0	43	43	128	108185.510836935	0.0686515748031496	26	18	1	1	0	0	0	0	0	0	1	0.6673610980135916
sim1	5885	0	0	0	0	5	1	0	1	1	44.1860465116279	43	44	258	208932.383134068	0.0541730763430157	41	26	1	1	0	0	0	1	0	0	1	0.6655413477240195
sim16	22919	1	1	1	0	2	0	0	1	1	6.25	43	39	173	103260.05584471	0.0791773087780616	24	15	1	1	0	0	0	1	0	0	0	0.6650440124363775
sim51	92609	0	0	0	0	13	1	0	0	0	22.2222222222222	43	44	118	64262.6181026678	0.0625814863102999	8	96	1	1	0	0	0	1	0	0	1	0.6647709597231511
sim77	4194	0	0	0	0	25	1	0	0	1	10.7954545454545	43	44	73	31212.6791218124	0.132039573820396	10	152	1	0	1	0	0	1	0	0	1	0.664714238850007
sim1	10956	0	0	0	0	40	1	0	0	0	1.14285714285714	43	44	114	70329.4137179472	0.040055891942245	12	6	1	1	0	0	0	1	0	0	1	0.6640034081792547
sim6	26986	0	0	0	0	30	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	0.6634346451798935
sim17	27327	0	0	0	0	22	1	0	0	1	0	43	44	44	3269.0083359084	0.143763213530655	49	184	1	0	1	0	0	0	0	0	1	0.6630161393417852
sim55	26986	0	0	0	0	4	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	0.6626509831676431
sim24	29945	0	0	0	0	42	1	0	0	0	48.5549132947977	43	38	50	4306.53917410835	0.282448979591837	24	1	1	1	0	0	0	1	0	0	0	0.6624096919738692
sim59	5885	0	0	0	0	8	1	0	1	1	44.1860465116279	43	44	258	208932.383134068	0.0541730763430157	41	26	1	1	0	0	0	1	0	0	1	0.6609961617622273
sim47	59345	0	0	0	0	6	1	0	1	1	1.12994350282486	40	44	65	24205.8238491501	0.0394230769230769	46	27	1	1	0	0	0	1	0	0	1	0.6605518030439743
sim26	6464	0	0	0	0	4	1	0	1	1	4	43	41	268	147168.938925316	0.0726983062217005	44	11	1	1	0	0	0	1	0	0	1	0.6596277103063153
sim42	4193	0	0	0	0	14	1	0	0	1	18.3908045977011	43	44	498	538075.441439	0.0441039813176246	33	201	1	1	0	0	0	1	0	0	1	0.6578233005187419
sim5	117177	0	0	0	0	48	1	0	0	1	14.8648648648649	42	28	91	15598.6397710679	0.133333333333333	5	118	1	1	0	0	0	1	0	0	0	0.6577382053507733
sim26	5111	0	0	0	0	6	1	0	1	0	44.2528735632184	43	36	306	247102.036715699	0.055137683488696	89	24	1	1	0	0	0	1	0	0	0	0.6570794997082801
sim65	3516	0	0	0	0	13	1	0	1	0	12.5	43	36	134	101246.151935806	0.0425317023903041	39	80	1	1	0	0	0	1	0	0	0	0.6567850631542157
sim8	6156	0	0	0	0	17	1	0	1	0	36.2903225806452	43	44	215	83904.5455647269	0.232036513801348	23	22	1	1	0	0	0	1	0	0	1	0.6566807660775744
sim49	6745	0	0	0	0	32	1	0	0	0	27.3255813953488	43	38	74	11143.5856921159	0.127360236949278	2	79	1	1	0	0	0	1	0	0	0	0.6561254526517539
sim52	27161	0	0	0	0	4	1	0	1	1	8.57142857142857	43	43	112	80978.4068899934	0.0949163449163449	56	291	1	1	0	0	0	1	0	0	1	0.6559044034764936
sim17	4067	0	0	0	0	14	1	0	0	1	0	42	27	234	360782.368782383	0.038663291882176	34	51	1	1	0	0	0	0	0	0	0	0.655675133046201
sim28	3178	1	1	0	0	2	0	0	1	1	16.7664670658683	43	44	527	479384.331676052	0.0721423366353778	13	140	1	1	0	0	0	1	0	0	1	0.6541509936457282
sim99	554313	0	0	0	0	5	1	0	1	1	59.2592592592593	11	43	18	215.630681066592	0.189542483660131	115	38	0	1	0	0	0	1	0	1	1	0.6521716325201806
sim8	5931	0	0	0	0	14	1	0	1	1	1.44927536231884	43	44	161	39538.1498153243	0.0954968944099379	76	14	1	1	0	0	0	1	0	0	1	0.6517274929529967
sim67	7157	1	1	0	0	2	0	0	0	1	3.38983050847458	43	5	960	1551880.93374399	0.0361465936739659	130	127	1	0	0	1	0	1	0	0	0	0.6514604758814034
sim81	2885	0	0	0	0	6	1	0	0	1	19.5402298850575	43	43	763	1836425.67625602	0.0253076163644682	38	96	1	1	0	0	0	1	0	0	1	0.6504504724591994
sim9	4800	0	0	0	0	78	1	0	0	0	13.3802816901408	43	43	61	17699.1825259997	0.110928961748634	19	37	1	1	0	0	0	1	0	0	1	0.6504305946168
sim53	7534	0	0	0	0	7	1	0	1	1	6.12244897959184	43	44	642	856930.246528175	0.0484737146495206	32	206	1	1	0	0	0	1	0	0	1	0.6497016893914153
sim3	8337	0	0	0	0	6	1	0	1	1	22.6086956521739	12	44	33	3114.3069483296	0.128787878787879	94	53	0	1	0	0	0	1	0	1	1	0.6492781326729873
sim17	9862	0	0	0	0	22	1	0	0	0	14.2857142857143	43	36	70	8144.59790547719	0.305175983436853	30	19	1	1	0	0	0	1	0	0	0	0.6491963782830439
sim97	5982	0	0	0	0	7	1	0	1	0	91.1764705882353	43	39	62	6193.15887374478	0.184029613960867	68	85	1	1	0	0	0	1	0	0	0	0.6471195035937524
sim64	3845	0	0	0	0	12	1	0	1	1	26.0355029585799	43	29	84	48560.2432367208	0.0220883534136546	33	78	1	1	0	0	0	1	0	0	0	0.6467881954714978
sim69	6921	0	0	0	0	13	1	0	1	0	21.5568862275449	43	36	134	64713.0024762926	0.0524071372461003	65	53	1	1	0	0	0	1	0	0	0	0.6467139268117356
sim69	7014	0	0	0	0	16	1	0	0	0	20.4225352112676	43	44	262	191999.993514411	0.0295399374104296	19	87	1	0	1	0	0	1	0	0	1	0.6466397372040403
sim60	3021	0	0	0	0	11	1	0	1	1	20.5714285714286	43	44	20	655.748654257426	0.0789473684210526	90	114	0	1	0	0	0	1	0	0	1	0.6464943614323043
sim68	27161	0	0	0	0	5	1	0	1	1	8.57142857142857	43	43	112	80978.4068899934	0.0949163449163449	56	291	1	1	0	0	0	1	0	0	1	0.6462322410815959
sim84	26986	0	0	0	0	8	1	0	1	1	35.9756097560976	43	40	247	74579.5123681573	0.138408873967282	23	48	1	1	0	0	0	1	0	0	0	0.6460843097216746
sim92	6156	0	0	0	0	10	1	0	1	0	36.2903225806452	43	44	215	83904.5455647269	0.232036513801348	23	22	1	1	0	0	0	1	0	0	1	0.6456690641014335
sim91	7027	0	0	0	0	7	1	0	1	1	6.97674418604651	43	41	46	4104.37535541735	0.165217391304348	70	51	1	1	0	0	0	1	0	0	1	0.6456658568902107
sim12	142	0	0	0	0	5	1	0	1	0	2.27272727272727	43	44	264	137923.884857379	0.0832757230095633	38	77	1	1	0	0	0	1	0	0	1	0.6455679026915939
sim63	9218	0	0	0	0	4	1	0	1	1	3.40909090909091	43	43	254	243231.607971716	0.0389654850455946	5	24	1	1	0	0	0	1	0	0	1	0.6455009739271786
sim53	4089	1	1	0	0	2	0	0	0	0	5.11363636363636	43	40	255	221100.396243146	0.0453296279141578	60	85	1	0	1	0	0	1	0	0	0	0.6454613275990977
sim52	117177	0	0	0	0	22	1	0	0	1	14.8648648648649	42	28	91	15598.6397710679	0.133333333333333	5	118	1	1	0	0	0	1	0	0	0	0.6452134492572743
sim43	11052	0	0	0	0	17	1	0	0	1	23.9766081871345	43	44	100	20991.3676429335	0.127070707070707	17	37	1	0	1	0	0	1	0	0	1	0.6450896354037599
sim26	4914	0	0	0	0	4	1	0	0	1	0.564971751412429	4	37	1942	5001177.82737934	0.0174573183899282	9	23	1	0	0	0	1	1	0	0	0	0.6448850013854632
sim5	51135	0	0	0	0	35	1	0	0	1	0	42	44	27	1057.60971573435	0.145299145299145	29	77	0	1	0	0	0	0	0	0	1	0.6448354487665687
sim32	2260	0	0	0	0	14	1	0	0	1	6.28571428571429	43	44	109	137273.545718935	0.0468909276248726	9	58	1	1	0	0	0	1	0	0	1	0.644783491049913
sim17	5335	0	0	0	0	7	1	0	0	1	1.69491525423729	43	44	231	151915.887327997	0.0581968755881799	56	56	1	1	0	0	0	1	0	0	1	0.6447355066090835
sim74	5518	1	1	0	0	2	0	0	1	0	71.5909090909091	43	40	286	210109.982342144	0.0584468163415532	60	46	1	1	0	0	0	1	0	0	0	0.6439336958182169
sim94	3480	0	0	0	0	5	1	0	0	1	17.5141242937853	42	35	112	106818.325768218	0.103442728442728	12	237	1	1	0	0	0	1	0	0	0	0.643767166806269
sim89	59345	0	0	0	0	11	1	0	1	1	1.12994350282486	40	44	65	24205.8238491501	0.0394230769230769	46	27	1	1	0	0	0	1	0	0	1	0.6436698490196319
sim70	983	1	1	0	0	2	0	0	0	0	33.9393939393939	37	28	299	170962.771996685	0.0582702969630311	53	52	1	1	0	0	0	1	0	0	0	0.6431975471208464
sim56	595	0	0	0	0	12	1	0	0	1	16.1849710982659	41	26	117	45694.6038968295	0.10595343353964	37	246	1	1	0	0	0	1	0	0	0	0.643149836773352
